web-scraper-order,web-scraper-start-url,maillinks,maillinks-href,sublinks,sublinks-href,sublinktext
"1586524000-838","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1-%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82","9","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1-%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82?page=9","اخبار العراق 
                                        
                                        «تحوطات وقائية» لمنع تسجيل إصابات جديدة بـ {كورونا» 
                                        بغداد / المحافظات / مراسلو الصباح

يمضي العراق بشكل سريع نحو تحجيم انتشار فيروس “كورونا”","http://alsabaah.iq/22582/%D8%AA%D8%AD%D9%88%D8%B7%D8%A7%D8%AA-%D9%88%D9%82%D8%A7%D8%A6%D9%8A%D8%A9-%D9%84%D9%85%D9%86%D8%B9-%D8%AA%D8%B3%D8%AC%D9%8A%D9%84-%D8%A5%D8%B5%D8%A7%D8%A8%D8%A7%D8%AA-%D8%AC%D8%AF%D9%8A%D8%AF%D8%A9-%D8%A8%D9%80-%D9%83%D9%88%D8%B1%D9%88%D9%86%D8%A7","واضاف ان “دائرة صحة الانبار وبالتعاون والتنسيق مع بقية الدوائر المعنية اتخذت اقصى التدابير الاحترازية وكثفت من تواجد المفارز الطبية في منفذي طريبيل الحدودي مع الاردن والقائم الحدودي مع سوريا واخضعت جميع الوافدين من الاردن وسوريا الى الفحص الطبي قبل دخولهم الى الاراضي العراقية من الجهة الغربية”."
"1586524009-852","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1-%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82","9","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1-%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82?page=9","اخبار العراق 
                                        
                                        محافظة بغداد تدرج مشاريع عدة لناحية الرشيد ضمن خطة 2020 
                                        بغداد / وفاء عامر

ادرجت محافظة بغداد عددا من المشاريع الخدمية في ناحية الرشيد ضمن خطة موازنتها للعام الحالي","http://alsabaah.iq/22647/%D9%85%D8%AD%D8%A7%D9%81%D8%B8%D8%A9-%D8%A8%D8%BA%D8%AF%D8%A7%D8%AF-%D8%AA%D8%AF%D8%B1%D8%AC-%D9%85%D8%B4%D8%A7%D8%B1%D9%8A%D8%B9-%D8%B9%D8%AF%D8%A9-%D9%84%D9%86%D8%A7%D8%AD%D9%8A%D8%A9-%D8%A7%D9%84%D8%B1%D8%B4%D9%8A%D8%AF-%D8%B6%D9%85%D9%86-%D8%AE%D8%B7%D8%A9-2020","بغداد / وفاء عامر"
"1586524069-960","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1-%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82","7","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1-%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82?page=7","اخبار العراق 
                                        
                                        الصناعة تجهّز عقودا لمنتجات كهربائية بكلفة 10 مليارات دينار
                                        الناصرية / حازم محمد حبيب

تخططُ شركةُ اور احد تشكيلات وزارةِ الصناعة لإنشاء معملين لإنتاج القابلو المتوسط وسباكة الالمنيوم، بينما تنفذ عقود تجهيز بكلفة 10 مليارات دينار مع وزارتي النفط والكهرباء.","http://alsabaah.iq/22880/%D8%A7%D9%84%D8%B5%D9%86%D8%A7%D8%B9%D8%A9-%D8%AA%D8%AC%D9%87-%D8%B2-%D8%B9%D9%82%D9%88%D8%AF%D8%A7-%D9%84%D9%85%D9%86%D8%AA%D8%AC%D8%A7%D8%AA-%D9%83%D9%87%D8%B1%D8%A8%D8%A7%D8%A6%D9%8A%D8%A9-%D8%A8%D9%83%D9%84%D9%81%D8%A9-10-%D9%85%D9%84%D9%8A%D8%A7%D8%B1%D8%A7%D8%AA-%D8%AF%D9%8A%D9%86%D8%A7%D8%B1","تخططُ شركةُ اور احد تشكيلات وزارةِ الصناعة لإنشاء معملين لإنتاج القابلو المتوسط وسباكة الالمنيوم، بينما تنفذ عقود تجهيز بكلفة 10 مليارات دينار مع وزارتي النفط والكهرباء."
"1586524128-1100","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1-%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82","5","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1-%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82?page=5","اخبار العراق 
                                        
                                        نفاد مواد التعقيم في الصيدليات والمذاخر  وارتفاع أسعار الكمامات 
                                        بغداد / هدى العزاوي

مع تسجيل اولى حالات الاصابة، بدأت معاناة المواطن بالحصول على اغلب مواد التعقيم التي اوصى الاطباء باستخدامها للوقاية من فيروس كورونا","http://alsabaah.iq/23039/%D9%86%D9%81%D8%A7%D8%AF-%D9%85%D9%88%D8%A7%D8%AF-%D8%A7%D9%84%D8%AA%D8%B9%D9%82%D9%8A%D9%85-%D9%81%D9%8A-%D8%A7%D9%84%D8%B5%D9%8A%D8%AF%D9%84%D9%8A%D8%A7%D8%AA-%D9%88%D8%A7%D9%84%D9%85%D8%B0%D8%A7%D8%AE%D8%B1-%D9%88%D8%A7%D8%B1%D8%AA%D9%81%D8%A7%D8%B9-%D8%A3%D8%B3%D8%B9%D8%A7%D8%B1-%D8%A7%D9%84%D9%83%D9%85%D8%A7%D9%85%D8%A7%D8%AA","ودعا المتحدث مجددا الى «ضرورة الاهتمام بالنظافة الشخصية وغسل اليدين بالماء والصابون، وتجنب الاماكن المزدحمة واستخدام المناديل الورقية»، منوها «بضرورة مراجعة المراكز الصحية،  فيما لو ظهرت اعراض السعال والعطاس على الشخص او ملامسته لشخص مصاب»."
"1586524172-1291","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1-%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82","3","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1-%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82?page=3","اخبار العراق 
                                        
                                        حكومة تصريف الأمور اليومية 
                                        القاضي ناصر عمران الموسوي

القوانين هي تعليمات الكائنات البشرية، وصفة الوضعية المقترنة بها، هي الرؤية التي تعد القانون بناءً اجتماعيا ولاشك ان الهرمية القانونية (الدستور) هي منظومة البنى القانونية الوضعية التي تستند اليها القوانين لتكتسب مشروعيتها القانونية والتنفيذية بوصفها ملزمة،","http://alsabaah.iq/23274/%D8%AD%D9%83%D9%88%D9%85%D8%A9-%D8%AA%D8%B5%D8%B1%D9%8A%D9%81-%D8%A7%D9%84%D8%A3%D9%85%D9%88%D8%B1-%D8%A7%D9%84%D9%8A%D9%88%D9%85%D9%8A%D8%A9","وحكومة تصريف الامور اليومية واحدة من اشكاليات الواقع المفترض والتي لم تأت بمفردها كواقعة وانما رافقتها وقائع قانونية فموضوعة الاستقالة الاختيارية لرئيس الوزراء وحكومته لم تكن حاضرة ابان كتابة الدستور العراقي ومن ثم صياغته القانونية وعرضه على الشعب لاستفتاء رأيه الذي انتج موافقته  على وصف دستور 2005 هو اول دستور من انتاجية شعبية بعد ان تم التصويت عليه."
"1586523974-722","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1-%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82","10","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1-%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82?page=10","اخبار العراق 
                                        
                                        «تدابير جديدة» لمواجهة فيروس «كورونا»
                                        بغداد / الصباح

في ظل الاستنفار الوقائي والاجراءات المتبعة من قبل العراق لتحجيم فيروس كورونا","http://alsabaah.iq/22452/%D8%AA%D8%AF%D8%A7%D8%A8%D9%8A%D8%B1-%D8%AC%D8%AF%D9%8A%D8%AF%D8%A9-%D9%84%D9%85%D9%88%D8%A7%D8%AC%D9%87%D8%A9-%D9%81%D9%8A%D8%B1%D9%88%D8%B3-%D9%83%D9%88%D8%B1%D9%88%D9%86%D8%A7","واضاف “نعلن تخصيص خطوط ساخنة في مناطق ومدن اقليم كردستان من اجل رصد اي حالة يشتبه بها كأن يكون سائحا او مصابا عائدا من الدول التي تفشى بها الفيروس”، مؤكدا “سيقع على عاتقنا الاستجابة السريعة في التعامل مع المشتبه بهم”."
"1586524120-1079","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1-%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82","5","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1-%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82?page=5","اخبار العراق 
                                        
                                        بغداد / وفاء عامر
                                        بغداد / وفاء عامر
انجزت ْوزارةُ الاعمارِ والاسكانِ والبلدياتِ العامةِ المخططات ِالاساسية لمدينة الطارق السكنية الثانية في بغداد والتي ستوفر اكثر من 38 الف قطعة ارض ووحدة سكن عمودية، مبينة","http://alsabaah.iq/22981/%D8%A8%D8%BA%D8%AF%D8%A7%D8%AF-%D9%88%D9%81%D8%A7%D8%A1-%D8%B9%D8%A7%D9%85%D8%B1","وافاد مصدر مسؤول بالوزارة في تصريح خاص ادلى به لـ""الصباح"": بان الوزارة اعدت الخطط اللازمة لانشاء المدن السكنية في عموم البلاد من خلال انشاء التصاميم بالشكل الامثل والاعتماد على تقنيات بناء حديثة للقضاء على ازمة السكن.واضاف: ان وزارته انجزت بهذا الشأن، المخططات الاساسية لمدينة الطارق السكنية الثانية في منطقة ابو غريب قرب ناحية النصر والسلام ببغداد، كاشفا عن انها ستوفر 38 ألفا و333 قطعة ارض ووحدة سكن عمودي، الى جانب قطع اراض بمساحات 200 و300 و400 و600 متر مربع.واردف المصدر: ان المدينة ستوفر الخدمات التربوية والتجارية والخدمية كافة فضلاً عن الشبكات الخدمية والمساحات الخضر الى جانب انشاء مناطق ترفيهية مفتوحة، بينما تحتوي ايضا على العديد من الفرص الاستثمارية الكبيرة، مؤكدا ان هذه المدن السكنية تأتي ضمن اطار البرنامج الحكومي والمبادرة الوطنية للسكن لاعداد تصاميم مدن ترتقي بمعايير السكن الحضري.وافصح عن ان اعداد تصاميم هذه المدن وتنفيذها جاءا بتوجيهات تخطيطية وعمرانية حديثة والتي ستكون نقلة نوعية في تخطيط المدن لحل ازمة السكن وتوفير الاراضي السكنية لفئات المجتمع المختلفة وبانماط سكنية متنوعة.واوضح المصدر بالشأن نفسه، ان الوزارة بصدد توفير خمسة الاف و734 وحدة سكنية بواقع خمسة الاف و269 شقة سكنية، و465 داراً سكنية ضمن خطتها الاستثمارية بمحافظات: كربلاء المقدسة والنجف الاشرف وواسط والديوانية وديالى والبصرة وذي قار وبنسب انجاز متفاوتة ومنها ما شارفت اعماله على الانتهاء."
"1586524205-1364","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1-%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82","2","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1-%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82?page=2","اخبار العراق 
                                        
                                        العمل تُحدّث بيانات مستفيدي هيئة «الإعاقة»
                                        بغداد / بتول الحسني
أنجزتْ هيئة رعاية ذوي الاعاقة والاحتياجات الخاصة تحديث 65 بالمئة من بيانات المستفيدين السابقين","http://alsabaah.iq/23371/%D8%A7%D9%84%D8%B9%D9%85%D9%84-%D8%AA-%D8%AD%D8%AF-%D8%AB-%D8%A8%D9%8A%D8%A7%D9%86%D8%A7%D8%AA-%D9%85%D8%B3%D8%AA%D9%81%D9%8A%D8%AF%D9%8A-%D9%87%D9%8A%D8%A6%D8%A9-%D8%A7%D9%84%D8%A5%D8%B9%D8%A7%D9%82%D8%A9","وقال رئيس هيئة رعاية ذوي الاعاقة في وزارة العمل والشؤون الاجتماعية عصام عبد اللطيف محمد بتصريح خاص لـ»الصباح»: إن الهيئة وجهت قسم تكنولوجيا المعلومات فيها بمتابعة اجراءات التحديث اليدوي وتحديث بيانات المستفيدين من قوانينها، وكذلك متابعة الاستمارة الالكترونية التي اطلقتها الهيئة للتحديث. وبين ان المستفيدين الذين تم تحديث بياناتهم يدويا غير مشمولين بالتحديث الالكتروني كون بياناتهم حدثت مسبقا منعا للتكرار، فضلا عن ان رابط التحديث سيتوقف نهاية الدوام الرسمي ليوم الخميس الـ 21 من الشهر الحالي، مشيرا الى ضرورة مراجعة جميع مستفيدي خدمات الهيئة المتسلمين سابقا والذين لم تظهر اسماؤهم ضمن رواتب المعين المتفرغ في الدفعتين الاخيرة من العام الماضي والاولى من العام الحالي لتحديث بياناتهم الكترونيا عن طريق البريد الالكتروني."
"1586524090-993","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1-%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82","6","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1-%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82?page=6","اخبار العراق 
                                        
                                        توزيع 35 ألف دونم من الأراضي الزراعية في كربلاء
                                        كربلاء / علي لفتة

في مسعى للوصول الى مرحلة الاكتفاء الذاتي بانتاج المحاصيل الزراعية،","http://alsabaah.iq/22886/%D8%AA%D9%88%D8%B2%D9%8A%D8%B9-35-%D8%A3%D9%84%D9%81-%D8%AF%D9%88%D9%86%D9%85-%D9%85%D9%86-%D8%A7%D9%84%D8%A3%D8%B1%D8%A7%D8%B6%D9%8A-%D8%A7%D9%84%D8%B2%D8%B1%D8%A7%D8%B9%D9%8A%D8%A9-%D9%81%D9%8A-%D9%83%D8%B1%D8%A8%D9%84%D8%A7%D8%A1","وقال محافظ كربلاء المقدسة المهندس نصيف جاسم الخطابي لـ”الصباح”: ان المحافظة تعمل بشكل جدي على وضع الخطط المناسبة وبحسب ما متوفر من مساحات وكميات مياه في مسعى للوصول الى الاكتفاء الذاتي بانتاج المحاصيل الزراعية."
"1586524149-1260","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1-%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82","4","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1-%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82?page=4","اخبار العراق 
                                        
                                        واشنطن تجرب لقاحات على البشر لمواجهة كورونا   
                                        بيروت / جبار عودة الخطاط / عواصم / وكالات
تزامنا مع تصريح منظمة الصحة العالمية، بأن عدد المصابين بفيروس كورونا في العالم وصل إلى 100 ألف، بدأ العمل على تطوير لقاحات، لكنها أشارت الى عدم توقع أن يختفي الفيروس","http://alsabaah.iq/23169/%D9%88%D8%A7%D8%B4%D9%86%D8%B7%D9%86-%D8%AA%D8%AC%D8%B1%D8%A8-%D9%84%D9%82%D8%A7%D8%AD%D8%A7%D8%AA-%D8%B9%D9%84%D9%89-%D8%A7%D9%84%D8%A8%D8%B4%D8%B1-%D9%84%D9%85%D9%88%D8%A7%D8%AC%D9%87%D8%A9-%D9%83%D9%88%D8%B1%D9%88%D9%86%D8%A7","وخلص الباحثون إلى أن «الملاحظات الواردة في هذه الدراسة تشير إلى أن الأعراض الأولية للمرضى المصابين حديثًا أكثر خفاء، وأن نوعًا جديدًا من الفيروسات التاجية يمكن أن يتحول تدريجيًا إلى فيروس شبيه للأنفلونزا»، يعتقد الخبراء أن هذه التغييرات قد تشير إلى طفرة في الفيروس وتغيره، وحذر علماء صينيون من أن هذا هو سبب عدم ظهور المرض"
"1586523974-724","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1-%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82","10","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1-%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82?page=10","اخبار العراق 
                                        
                                        «تدابير جديدة» لمواجهة فيروس «كورونا»
                                        بغداد / الصباح

في ظل الاستنفار الوقائي والاجراءات المتبعة من قبل العراق لتحجيم فيروس كورونا","http://alsabaah.iq/22452/%D8%AA%D8%AF%D8%A7%D8%A8%D9%8A%D8%B1-%D8%AC%D8%AF%D9%8A%D8%AF%D8%A9-%D9%84%D9%85%D9%88%D8%A7%D8%AC%D9%87%D8%A9-%D9%81%D9%8A%D8%B1%D9%88%D8%B3-%D9%83%D9%88%D8%B1%D9%88%D9%86%D8%A7","واشار الى انه “في 13 منطقة بمدن اقليم كردستان اربيل ودهوك والسليمانية تم تخصيص محاجر صحية للعائدين من ايران اذ سيخضعون للرقابة الصحية لمدة 14 يوما”، كاشفا عن ان “1249 مواطنا من العائدين من ايران يخضعون حاليا للرقابة الصحية”."
"1586524064-948","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1-%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82","7","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1-%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82?page=7","اخبار العراق 
                                        
                                        من يشاركني هذا الرأي؟
                                        زيد الحلي

منذ ان وعيتُ ، وادركتُ الحياة ، حباني الله عز وعجل بصيرة التفاؤل ، وقد عرف  الزملاء والاصدقاء هذه الصفة عندي ، فكانوا يتندرون بالقول ، ان فلانا ( انا ) يرى الصيف ربيعا ، والشتاء ربيعا ايضا ، وبقدر تفهمي للواقع المعاش","http://alsabaah.iq/22865/%D9%85%D9%86-%D9%8A%D8%B4%D8%A7%D8%B1%D9%83%D9%86%D9%8A-%D9%87%D8%B0%D8%A7-%D8%A7%D9%84%D8%B1%D8%A3%D9%8A","زيد الحلي"
"1586524128-1103","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1-%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82","5","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1-%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82?page=5","اخبار العراق 
                                        
                                        نفاد مواد التعقيم في الصيدليات والمذاخر  وارتفاع أسعار الكمامات 
                                        بغداد / هدى العزاوي

مع تسجيل اولى حالات الاصابة، بدأت معاناة المواطن بالحصول على اغلب مواد التعقيم التي اوصى الاطباء باستخدامها للوقاية من فيروس كورونا","http://alsabaah.iq/23039/%D9%86%D9%81%D8%A7%D8%AF-%D9%85%D9%88%D8%A7%D8%AF-%D8%A7%D9%84%D8%AA%D8%B9%D9%82%D9%8A%D9%85-%D9%81%D9%8A-%D8%A7%D9%84%D8%B5%D9%8A%D8%AF%D9%84%D9%8A%D8%A7%D8%AA-%D9%88%D8%A7%D9%84%D9%85%D8%B0%D8%A7%D8%AE%D8%B1-%D9%88%D8%A7%D8%B1%D8%AA%D9%81%D8%A7%D8%B9-%D8%A3%D8%B3%D8%B9%D8%A7%D8%B1-%D8%A7%D9%84%D9%83%D9%85%D8%A7%D9%85%D8%A7%D8%AA","وفي هذا الصدد، يرى الصيدلاني فراس حسين جاسم ان على الجهات المسؤولة في الدولة توفير الكمامات عن طريق  المراكز الصحية والمستشفيات، مشيرا الى ان هناك شحنات من الكمامات استوردها تجار من الصين، وبعد اكتشاف الفيروس، تم سحبها من السوق واعادتها للصين»."
"1586524028-895","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1-%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82","8","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1-%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82?page=8","اخبار العراق 
                                        
                                        مركز لتدريب العاطلين في الزعفرانية
                                        بغداد/الصباح
افتتحتْ محافظة بغداد مركز التدريب المهني الاول في منطقة الزعفرانية ضمن مشروع (برج) الكندي لتدريب العاطلين ضمن مشروع كبير للحد من ازمة البطالة.","http://alsabaah.iq/22718/%D9%85%D8%B1%D9%83%D8%B2-%D9%84%D8%AA%D8%AF%D8%B1%D9%8A%D8%A8-%D8%A7%D9%84%D8%B9%D8%A7%D8%B7%D9%84%D9%8A%D9%86-%D9%81%D9%8A-%D8%A7%D9%84%D8%B2%D8%B9%D9%81%D8%B1%D8%A7%D9%86%D9%8A%D8%A9",""
"1586524093-1000","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1-%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82","6","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1-%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82?page=6","اخبار العراق 
                                        
                                        الكهرباء: (سيمنس) ستباشر نصب شبكات التوزيع الذكية
                                        بغداد / طارق الاعرجي

تباشر قريبا شركة سيمنس الالمانية نصب شبكات التوزيع الذكية في عدد من مناطق المحافظات للتقليل من الطاقة المهدورة","http://alsabaah.iq/22887/%D8%A7%D9%84%D9%83%D9%87%D8%B1%D8%A8%D8%A7%D8%A1-%D8%B3%D9%8A%D9%85%D9%86%D8%B3-%D8%B3%D8%AA%D8%A8%D8%A7%D8%B4%D8%B1-%D9%86%D8%B5%D8%A8-%D8%B4%D8%A8%D9%83%D8%A7%D8%AA-%D8%A7%D9%84%D8%AA%D9%88%D8%B2%D9%8A%D8%B9-%D8%A7%D9%84%D8%B0%D9%83%D9%8A%D8%A9","بغداد / طارق الاعرجي"
"1586524128-1101","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1-%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82","5","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1-%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82?page=5","اخبار العراق 
                                        
                                        نفاد مواد التعقيم في الصيدليات والمذاخر  وارتفاع أسعار الكمامات 
                                        بغداد / هدى العزاوي

مع تسجيل اولى حالات الاصابة، بدأت معاناة المواطن بالحصول على اغلب مواد التعقيم التي اوصى الاطباء باستخدامها للوقاية من فيروس كورونا","http://alsabaah.iq/23039/%D9%86%D9%81%D8%A7%D8%AF-%D9%85%D9%88%D8%A7%D8%AF-%D8%A7%D9%84%D8%AA%D8%B9%D9%82%D9%8A%D9%85-%D9%81%D9%8A-%D8%A7%D9%84%D8%B5%D9%8A%D8%AF%D9%84%D9%8A%D8%A7%D8%AA-%D9%88%D8%A7%D9%84%D9%85%D8%B0%D8%A7%D8%AE%D8%B1-%D9%88%D8%A7%D8%B1%D8%AA%D9%81%D8%A7%D8%B9-%D8%A3%D8%B3%D8%B9%D8%A7%D8%B1-%D8%A7%D9%84%D9%83%D9%85%D8%A7%D9%85%D8%A7%D8%AA","من جانبه، اكد نقيب الصيادلة الدكتور مصطفى الهيتي لـ»الصباح» ان الحكومة العراقية تبرعت بثمانية وسبعين طنا من الكمامات الى الصين، اضافة الى عشرة الاف كمامة كانت النقابة قد تبرعت بها الى وزارة الصحة بمحضر رسمي، لتوزيعها في المطارات والمنافذ البرية، ما اسهم بحدوث شح في هذه المادة."
"1586524037-902","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1-%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82","8","http://alsabaah.iq/%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82/%D8%A7%D8%AE%D8%A8%D8%A7%D8%B1-%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82?page=8","اخبار العراق 
                                        
                                        إزالة التجاوزات على الشبكة الضوئية في مدينة الصدر
                                        بغداد / اسراء السامرائي              
بدأتْ وزارة الاتصالات بازالة التجاوزات الحاصلة على الشبكة الضوئية ضمن مدينة الصدر ببغداد.","http://alsabaah.iq/22719/%D8%A5%D8%B2%D8%A7%D9%84%D8%A9-%D8%A7%D9%84%D8%AA%D8%AC%D8%A7%D9%88%D8%B2%D8%A7%D8%AA-%D8%B9%D9%84%D9%89-%D8%A7%D9%84%D8%B4%D8%A8%D9%83%D8%A9-%D8%A7%D9%84%D8%B6%D9%88%D8%A6%D9%8A%D8%A9-%D9%81%D9%8A-%D9%85%D8%AF%D9%8A%D9%86%D8%A9-%D8%A7%D9%84%D8%B5%D8%AF%D8%B1","بغداد / اسراء السامرائي"
