"id";"parent_id";"level";"object_id";"object_type";"query_status";"query_time";"query_type";"name";"message"
"10";"1";"1";"118158551572666_2923898487665311";"data";"fetched (200)";"2020-04-21 23:07:30.925748";"Facebook:/<page-id>/posts";"";"القوات الامنية في مدخل سيطرة الجادرية تضبط سيارة مسروقة  وبداخل مواد مخدرة  وأدوات للاستخدام وتلقي القبض على السائق"
"242";"10";"2";"2923898487665311_2923930754328751";"data";"fetched (200)";"2020-04-21 23:08:47.364486";"Facebook:/<post-id>/comments";"";"بارك الله بقوات الامنيه"
"243";"10";"2";"2923898487665311_2924043117650848";"data";"fetched (200)";"2020-04-21 23:08:47.364486";"Facebook:/<post-id>/comments";"";"بارك الله بجهودالابطال"
"244";"10";"2";"2923898487665311_2927802463941580";"data";"fetched (200)";"2020-04-21 23:08:47.364486";"Facebook:/<post-id>/comments";"";"بارك الله بيكم"
"245";"10";"2";"2923898487665311_2924022667652893";"data";"fetched (200)";"2020-04-21 23:08:47.364486";"Facebook:/<post-id>/comments";"";"ابطال"
"246";"10";"2";"2923898487665311_2923916390996854";"data";"fetched (200)";"2020-04-21 23:08:47.364486";"Facebook:/<post-id>/comments";"";"يعني الجادرية تابعة الى عمار"
"247";"10";"2";"2923898487665311_2927118154010011";"data";"fetched (200)";"2020-04-21 23:08:47.364486";"Facebook:/<post-id>/comments";"";"بارك الله فيك"
"248";"10";"2";"2923898487665311_2924172074304619";"data";"fetched (200)";"2020-04-21 23:08:47.364486";"Facebook:/<post-id>/comments";"";"مال آل الحكيم لان المقاطعه مال الجادريه الهم"
"249";"10";"2";"2923898487665311_2924005667654593";"data";"fetched (200)";"2020-04-21 23:08:47.364486";"Facebook:/<post-id>/comments";"";"ابطال"
"250";"10";"2";"2923898487665311_2923908287664331";"data";"fetched (200)";"2020-04-21 23:08:47.364486";"Facebook:/<post-id>/comments";"";"يعني شنو منتسب وطالع يفتر لو شنو"
"251";"10";"2";"2923898487665311_2923920974329729";"data";"fetched (200)";"2020-04-21 23:08:47.364486";"Facebook:/<post-id>/comments";"";"جماعه الحكيم والرهبر"
"252";"10";"2";"2923898487665311_2923928947662265";"data";"fetched (200)";"2020-04-21 23:08:47.364486";"Facebook:/<post-id>/comments";"";"فوك قهر كورونا انوب هذولة"
"253";"10";"2";"2923898487665311_2923986594323167";"data";"fetched (200)";"2020-04-21 23:08:47.364486";"Facebook:/<post-id>/comments";"";"لعد مو حظر شلون"
"254";"10";"2";"2923898487665311_2924094614312365";"data";"fetched (200)";"2020-04-21 23:08:47.364486";"Facebook:/<post-id>/comments";"";"الك الله يا عراق"
"255";"10";"2";"2923898487665311_2923908194331007";"data";"fetched (200)";"2020-04-21 23:08:47.364486";"Facebook:/<post-id>/comments";"";"متابع"
"256";"10";"2";"2923898487665311_2923914970996996";"data";"fetched (200)";"2020-04-21 23:08:47.364486";"Facebook:/<post-id>/comments";"";"هاي صاحبة ظهرة قوي كال مسروقة"
"257";"10";"2";"2923898487665311_2923930040995489";"data";"fetched (200)";"2020-04-21 23:08:47.364486";"Facebook:/<post-id>/comments";"";"حسين الساعدي هاي نفس الشفتها عندك شلون تجذب عليه تكلي مال تحليل"
"258";"10";"2";"2923898487665311_2923953844326442";"data";"fetched (200)";"2020-04-21 23:08:47.364486";"Facebook:/<post-id>/comments";"";"خاف كرايب  ابن محافظ النجف"
"259";"10";"2";"2923898487665311_2923909200997573";"data";"fetched (200)";"2020-04-21 23:08:47.364486";"Facebook:/<post-id>/comments";"";"يورقله كم شده ويطلع  واذا مسنود من حزب يطلع بدون توريق"
"260";"10";"2";"2923898487665311_2923934657661694";"data";"fetched (200)";"2020-04-21 23:08:47.364486";"Facebook:/<post-id>/comments";"";"ضامين الرقم زحمة من الحرامي ههههه خلوش افلام هندية "
"261";"10";"2";"2923898487665311_2923975600990933";"data";"fetched (200)";"2020-04-21 23:08:47.364486";"Facebook:/<post-id>/comments";"";"أهل التحرير شعليهم شنو هل الكلام انعل إيران لابو أمريكا  لابو الخليج   لا اله الا الله ولا حول ولا قوة الا بالله العلي العظيم استغفر الله العظيم من كل ذنب عظيم استغفر الله واتوب اليه خلو الله من تحجون على هل الشباب يكفي المرجعيه باركت بيهم وبوطنيتهم"
"262";"10";"2";"2923898487665311_2923941944327632";"data";"fetched (200)";"2020-04-21 23:08:47.364486";"Facebook:/<post-id>/comments";"";"اكيد من الجاره هذا المخدرات واي ذيل يعلق بالنعال"
"263";"10";"2";"2923898487665311_2923911334330693";"data";"fetched (200)";"2020-04-21 23:08:47.364486";"Facebook:/<post-id>/comments";"";"ايران العجميه دورها ماينتهي عاد من العراق مو دمرونا هل عجم المجوس"
"264";"10";"2";"118158551572666_2923898487665311";"offcut";"fetched (200)";"2020-04-21 23:08:47.364486";"Facebook:/<post-id>/comments";"";""
"11";"1";"1";"118158551572666_2923805554341271";"data";"fetched (200)";"2020-04-21 23:07:30.925748";"Facebook:/<page-id>/posts";"";"اخر تحديث لمصابين بفيروس كورونا في محافظات اقليم كردستان ‏بهذا الشكل  المجموع الكلي للمصابين في الاقليم 337 محافظة اربيل : 169 حالة محافظة السليمانية : 131 حالة ‏من ضمنها 4 وفاة محافظة دهوك : 15 حالة  محافظة حلبجة : 22 حالة  مجموع حالات الشفاء للمصابين 270  125 : محافظة اربيل  118 : محافظة سليمانية 12 : محافظة دهوك 15 : محافظة حلبجة  63 مصاب قيد العلاج 44 محافظة اربيل  9 محافظة سليمانية 3 محافظة دهوك 7 محافظة حلبجة المصدر/ موقع الرسمي لحكومة اقلیم كردستان"
"265";"11";"2";"2923805554341271_2925420844179742";"data";"fetched (200)";"2020-04-21 23:08:47.695322";"Facebook:/<post-id>/comments";"";"لماذا العلم . لانحتاجه"
"266";"11";"2";"2923805554341271_2923813597673800";"data";"fetched (200)";"2020-04-21 23:08:47.695322";"Facebook:/<post-id>/comments";"";""
"267";"11";"2";"2923805554341271_2923832851005208";"data";"fetched (200)";"2020-04-21 23:08:47.695322";"Facebook:/<post-id>/comments";"";"https://coronavirus.iq/"
"268";"11";"2";"118158551572666_2923805554341271";"offcut";"fetched (200)";"2020-04-21 23:08:47.695322";"Facebook:/<post-id>/comments";"";""
"12";"1";"1";"118158551572666_2923637287691431";"data";"fetched (200)";"2020-04-21 23:07:30.925748";"Facebook:/<page-id>/posts";"";"متعافية من #كورونا تشرح كيف انتصرت على الفيروس.!"
"269";"12";"2";"2923637287691431_2923884940999999";"data";"fetched (200)";"2020-04-21 23:08:47.951413";"Facebook:/<post-id>/comments";"";"نتمنا الشفاء من الله"
"270";"12";"2";"2923637287691431_2923769871011506";"data";"fetched (200)";"2020-04-21 23:08:47.951413";"Facebook:/<post-id>/comments";"";"والله هي ضربت حظ اني اذا صارت بيه اموت😂😂"
"271";"12";"2";"2923637287691431_2923797367675423";"data";"fetched (200)";"2020-04-21 23:08:47.951413";"Facebook:/<post-id>/comments";"";"☝️"
"272";"12";"2";"2923637287691431_2923810944340732";"data";"fetched (200)";"2020-04-21 23:08:47.951413";"Facebook:/<post-id>/comments";"";"هذه الأعراض بالنسبة الي هي أعراض فلاونزا كانت تصير عندي مرتين بالسنة ما عدا ضيق النفس وكنت اخذ ابرة انتيبايوتك الى ان رحت استراليا هناك رفضوا يعطوني اي انتيبايوتك وتركوني اطيب لحالي إلى أن فعلا تخلصت من الحالة نهائيا والحمد لله اخر مرة صارت عندي من ٢٠١٦ بسدني  الحمد لله على نعمة الصحة"
"273";"12";"2";"2923637287691431_2924021140986379";"data";"fetched (200)";"2020-04-21 23:08:47.951413";"Facebook:/<post-id>/comments";"";"https://youtu.be/qM4RTnk55_s"
"274";"12";"2";"2923637287691431_2923782697676890";"data";"fetched (200)";"2020-04-21 23:08:47.951413";"Facebook:/<post-id>/comments";"";"والله كل الأعراض الكالتها صارت بية 😭 وحجرت نفسي"
"275";"12";"2";"118158551572666_2923637287691431";"offcut";"fetched (200)";"2020-04-21 23:08:47.951413";"Facebook:/<post-id>/comments";"";""
"13";"1";"1";"118158551572666_2923609151027578";"data";"fetched (200)";"2020-04-21 23:07:30.925748";"Facebook:/<page-id>/posts";"";"هؤلاء هم قتلة النقيب عقيل المياحي..عصابة المخدرات في قبضة القوات الامنية.!"
"276";"13";"2";"2923609151027578_2923622747692885";"data";"fetched (200)";"2020-04-21 23:08:48.333783";"Facebook:/<post-id>/comments";"";"الله يرحمك يا بطل"
"277";"13";"2";"2923609151027578_2923691717685988";"data";"fetched (200)";"2020-04-21 23:08:48.333783";"Facebook:/<post-id>/comments";"";"لو كان الامر بيدي كل ساعه انقط في اذانهم نقطة بانزين وكل ساعتين اوكلهم شطه مركزه وكل يوم اقطع شيئ من اجسامهم  وكل ثلاث ايام اوكلهم حنظل الى ان اخليهم يشفون عزائيل بعيونهم"
"278";"13";"2";"2923609151027578_2923642407690919";"data";"fetched (200)";"2020-04-21 23:08:48.333783";"Facebook:/<post-id>/comments";"";"الراس المسؤول عن تجارة المخدرات المفروض تلزموا مو ذوله"
"279";"13";"2";"2923609151027578_2924647517590408";"data";"fetched (200)";"2020-04-21 23:08:48.333783";"Facebook:/<post-id>/comments";"";"يكون يصيرون عبرة.. لاحول و لا قوة إلا بالله نسأل الله للشهيد الرحمة والمغفرة وفسيح جناته "
"280";"13";"2";"2923609151027578_2923726847682475";"data";"fetched (200)";"2020-04-21 23:08:48.333783";"Facebook:/<post-id>/comments";"";"خطيه الله يهديهم و الله يرحم النقيب"
"281";"13";"2";"2923609151027578_2925258544195972";"data";"fetched (200)";"2020-04-21 23:08:48.333783";"Facebook:/<post-id>/comments";"";"ما زالو أطفال...لا حول ولا قوة إلا بالله....يا أهل مو اطفالكم أمانة عدكم ليش ما صنتو الأمانة.."
"282";"13";"2";"2923609151027578_2923931037662056";"data";"fetched (200)";"2020-04-21 23:08:48.333783";"Facebook:/<post-id>/comments";"";"الله يرحمه ويسكنه فسيح جناته ويلهم أهله الصبر والسلوان وان لله وانا اليه راجعون البقاء لله تعالى شاركو البث رجاء حياكم الله"
"283";"13";"2";"2923609151027578_2923935247661635";"data";"fetched (200)";"2020-04-21 23:08:48.333783";"Facebook:/<post-id>/comments";"";""
"284";"13";"2";"2923609151027578_2925159920872501";"data";"fetched (200)";"2020-04-21 23:08:48.333783";"Facebook:/<post-id>/comments";"";"ياربي أطفال الله أكبر  شنو ذنبه إللي مات  الله يرحمك  لا حول ولا قوة الا بالله العلي العظيم 😔😔😔"
"285";"13";"2";"2923609151027578_2923815141006979";"data";"fetched (200)";"2020-04-21 23:08:48.333783";"Facebook:/<post-id>/comments";"";""
"286";"13";"2";"2923609151027578_2924387187616441";"data";"fetched (200)";"2020-04-21 23:08:48.333783";"Facebook:/<post-id>/comments";"";"وين دور الاهل ومراقبة اولادهم ترى مبين مواليد الفينات يعني ام اب ميعرفون ابنهم المن مصادق وين رايح مين جاي كبرنا وتزوجنا وكلمن شاف حياتة ولهل لحظة ابوية رجال مريض وبين رحمة الله ومن يفتح عيونة يسال علينا واحد واحد وامي نفس حالتة يعني تخلفون وتشمرون بشارع حتى الناس تبتلي لاحول ولاقوة الا بالله"
"287";"13";"2";"2923609151027578_2923804934341333";"data";"fetched (200)";"2020-04-21 23:08:48.333783";"Facebook:/<post-id>/comments";"";"الله يرحمك ،جهال هذول "
"288";"13";"2";"2923609151027578_2923622911026202";"data";"fetched (200)";"2020-04-21 23:08:48.333783";"Facebook:/<post-id>/comments";"";"بس خوش اكلو كتل"
"289";"13";"2";"2923609151027578_2923816047673555";"data";"fetched (200)";"2020-04-21 23:08:48.333783";"Facebook:/<post-id>/comments";"";"اعدمهم في نفس المكان القتلوبيه الشهيدالبطل الله يرحمه برحمته الواسعة وأسكنها فسيح جناته"
"290";"13";"2";"2923609151027578_2923684597686700";"data";"fetched (200)";"2020-04-21 23:08:48.333783";"Facebook:/<post-id>/comments";"";"اووووع شنو هاي شوكلات  ذوله مال حرك"
"291";"13";"2";"2923609151027578_2925181734203653";"data";"fetched (200)";"2020-04-21 23:08:48.333783";"Facebook:/<post-id>/comments";"";"اوف الله يرحمك اسد انت ربي ياخذ حقك وانشالله حور العين يعوضك الله"
"292";"13";"2";"2923609151027578_2924356910952802";"data";"fetched (200)";"2020-04-21 23:08:48.333783";"Facebook:/<post-id>/comments";"";"الله يرحمه برحمته الواسعة ويجعل مثواه الجنة والله يصبر اهله وحسبي الله ونعم الوكيل"
"293";"13";"2";"2923609151027578_2923663387688821";"data";"fetched (200)";"2020-04-21 23:08:48.333783";"Facebook:/<post-id>/comments";"";"بابا الراس  الجبير تلكا بدوله هذوله هيج مجرد طعم لا اكثر "
"294";"13";"2";"2923609151027578_2923773177677842";"data";"fetched (200)";"2020-04-21 23:08:48.333783";"Facebook:/<post-id>/comments";"";"عاشت ايديكم يا أبطال اعدامهم بنفس المكان استشهاد النقيب الله يرحمه"
"295";"13";"2";"2923609151027578_2923627161025777";"data";"fetched (200)";"2020-04-21 23:08:48.333783";"Facebook:/<post-id>/comments";"";"كعدو بالسجن انترنت واكل وتخلص المحكومية ويطلعون احسن ونسة"
"296";"13";"2";"2923609151027578_2924120737643086";"data";"fetched (200)";"2020-04-21 23:08:48.333783";"Facebook:/<post-id>/comments";"";""
"297";"13";"2";"2923609151027578_2923651591023334";"data";"fetched (200)";"2020-04-21 23:08:48.333783";"Facebook:/<post-id>/comments";"";"عاشت ايديكم ياابطال القوات الأمنية اعدامهم بساحات العامة وامام الناس لا تسجنوهم"
"298";"13";"2";"2923609151027578_2923708607684299";"data";"fetched (200)";"2020-04-21 23:08:48.333783";"Facebook:/<post-id>/comments";"";"ابو التركوازي اكل كتل لو اني منه حته اعترف اني الدفعت وحشي وكتل الحمزه"
"299";"13";"2";"2923609151027578_2923745044347322";"data";"fetched (200)";"2020-04-21 23:08:48.333783";"Facebook:/<post-id>/comments";"";"هسه يطلعون وحقوق الإنسان اطالب بالأفراح عنهم"
"300";"13";"2";"2923609151027578_2923641061024387";"data";"fetched (200)";"2020-04-21 23:08:48.333783";"Facebook:/<post-id>/comments";"";"هذولي احداث صدگ چذب شنو الي صاير بالبشر 😕😕😕"
"301";"13";"2";"118158551572666_2923609151027578";"offcut";"fetched (200)";"2020-04-21 23:08:48.333783";"Facebook:/<post-id>/comments";"";""
"14";"1";"1";"118158551572666_2923407634381063";"data";"fetched (200)";"2020-04-21 23:07:30.925748";"Facebook:/<page-id>/posts";"";"محافظ #البصرة: أسباب زيادة الإصابات بفيروس كورونا يرجع إلى موقع المحافظة الحدودي من #إيران."
"302";"14";"2";"2923407634381063_2923643824357444";"data";"fetched (200)";"2020-04-21 23:08:48.822409";"Facebook:/<post-id>/comments";"";"صح كلامك  جاره السوء هي السبب"
"303";"14";"2";"2923407634381063_2924633394258487";"data";"fetched (200)";"2020-04-21 23:08:48.822409";"Facebook:/<post-id>/comments";"";"ليش مو عدم التزام لعد ما سويت إجراءات من البداية"
"304";"14";"2";"2923407634381063_2923880067667153";"data";"fetched (200)";"2020-04-21 23:08:48.822409";"Facebook:/<post-id>/comments";"";"اللهم انا نعوذ بك من جار سوء وصديق سوء"
"305";"14";"2";"2923407634381063_2923676561020837";"data";"fetched (200)";"2020-04-21 23:08:48.822409";"Facebook:/<post-id>/comments";"";"وانت ماقصرت ل15 اذار فاتحة الحدود وللان"
"306";"14";"2";"2923407634381063_2925141874207639";"data";"fetched (200)";"2020-04-21 23:08:48.822409";"Facebook:/<post-id>/comments";"";"هههههه عجيبه يفحص بجاز الحراره بس هو ماماخذ الوقايه الكامله اذا كان الشخص مصاب عدم رتداء الكفوف الطبيه او اي واقي الى اليدين ههه"
"307";"14";"2";"2923407634381063_2923911617663998";"data";"fetched (200)";"2020-04-21 23:08:48.822409";"Facebook:/<post-id>/comments";"";"بخيرهم ماخيروني بشرهم عمو علية"
"308";"14";"2";"2923407634381063_2923572857697874";"data";"fetched (200)";"2020-04-21 23:08:48.822409";"Facebook:/<post-id>/comments";"";"بالعافيه عليكم🙃"
"309";"14";"2";"2923407634381063_2923976220990871";"data";"fetched (200)";"2020-04-21 23:08:48.822409";"Facebook:/<post-id>/comments";"";"كومة حجار ولا هل الجار"
"310";"14";"2";"2923407634381063_2923868217668338";"data";"fetched (200)";"2020-04-21 23:08:48.822409";"Facebook:/<post-id>/comments";"";"شكراً سيادة المحافظ ، فأنت كالذي صمت دهراً ونطق كفراً ... بيض الله وجهك على هذه المعلومة"
"311";"14";"2";"2923407634381063_2923769041011589";"data";"fetched (200)";"2020-04-21 23:08:48.822409";"Facebook:/<post-id>/comments";"";"صارت زحمه استاذ. هسا. يلا دريت "
"312";"14";"2";"2923407634381063_2923658137689346";"data";"fetched (200)";"2020-04-21 23:08:48.822409";"Facebook:/<post-id>/comments";"";"يعني فهمنه اكثر "
"313";"14";"2";"2923407634381063_2923652077689952";"data";"fetched (200)";"2020-04-21 23:08:48.822409";"Facebook:/<post-id>/comments";"";"لا كابتن متوهم انتم ما مطبقين الحظر كلمن بكيفه يلعب "
"314";"14";"2";"2923407634381063_2923859191002574";"data";"fetched (200)";"2020-04-21 23:08:48.822409";"Facebook:/<post-id>/comments";"";"بصاية عمامهم الموجودين اهنا العراق كل خير ميشوف"
"315";"14";"2";"2923407634381063_2923604164361410";"data";"fetched (200)";"2020-04-21 23:08:48.822409";"Facebook:/<post-id>/comments";"";"ليش ماتسد الحدود شتاني"
"316";"14";"2";"2923407634381063_2923568161031677";"data";"fetched (200)";"2020-04-21 23:08:48.822409";"Facebook:/<post-id>/comments";"";"اسابيع  الحدود مفتوحه  صح النوم"
"317";"14";"2";"2923407634381063_2923567514365075";"data";"fetched (200)";"2020-04-21 23:08:48.822409";"Facebook:/<post-id>/comments";"";"جا الحدود غير ساديها حظي "
"318";"14";"2";"2923407634381063_2925186770869816";"data";"fetched (200)";"2020-04-21 23:08:48.822409";"Facebook:/<post-id>/comments";"";"الأرجنتين لا تجلب لنا سوى الشر"
"319";"14";"2";"2923407634381063_2923566091031884";"data";"fetched (200)";"2020-04-21 23:08:48.822409";"Facebook:/<post-id>/comments";"";"تو عرفت🙄 مبروووك عليك ربحة ويانة سفرة ل قم  🤣🤣🤣🤣"
"320";"14";"2";"2923407634381063_2924575877597572";"data";"fetched (200)";"2020-04-21 23:08:48.822409";"Facebook:/<post-id>/comments";"";"عيب عليج نازلي جوجو ايران جاره وقفت معنا بكل الظروف احترمي الجار"
"321";"14";"2";"2923407634381063_2923591154362711";"data";"fetched (200)";"2020-04-21 23:08:48.822409";"Facebook:/<post-id>/comments";"";"سد الحدود لعد وانجب"
